,Title,ID,Genre ID,Release Date,Release Year,Release Month,Release Day,Poster Path,Primary Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV,Thriller,War,Western
817,The Little Mermaid,10144,"[16, 10751, 14]",1989-11-17,1989,11,17,/plcZXvI310FkbwIptvd6rqk63LP.jpg,Animation,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
818,The Naked Gun: From the Files of Police Squad!,37136,"[35, 80]",1988-12-02,1988,12,2,/zT0mhZqZQJE1gSY5Eg9qcGP4NYo.jpg,Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Bill & Ted's Excellent Adventure,1648,"[12, 35, 878]",1989-02-17,1989,2,17,/qcLGk8CkZW4rHK1kqD9Jdst5vd8.jpg,Adventure,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
820,A Fish Called Wanda,623,"[35, 80]",1988-07-15,1988,7,15,/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg,Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Little Shop of Horrors,10776,"[27, 35]",1986-12-19,1986,12,19,/iKkbN17OmFosaW6asCNZTTsyvpu.jpg,Horror,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
822,Coming to America,9602,"[35, 10749]",1988-06-29,1988,6,29,/1bpVIDIT8YFH1HtZ8CDVX1LbriR.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
823,Scrooged,9647,"[14, 35, 18]",1988-11-22,1988,11,22,/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg,Fantasy,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
824,The Fox and the Hound,10948,"[12, 16, 18, 10751]",1981-07-10,1981,7,10,/1382VHxqZDXu2t8i46zf4fP71JG.jpg,Adventure,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
825,Lethal Weapon 2,942,"[28, 12, 35, 80, 53]",1989-07-07,1989,7,7,/4fAIXbbEe1YpcJYuOBEFTa0JiGP.jpg,Action,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
826,Doc Hollywood,11821,"[35, 10749]",1991-08-02,1991,8,2,/dU6go0qc4v423g2eoo63Mvml8JX.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
827,Crocodile Dundee,9671,"[12, 35]",1986-09-26,1986,9,26,/pduPduL1ub5kok3lPYT15ryC9L6.jpg,Adventure,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,The Blob,9599,"[27, 878]",1988-08-05,1988,8,5,/zXXDmz5cPuSo9LveCNjZ1j16szC.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
829,The Karate Kid Part II,8856,"[12, 18, 28, 10749, 10751]",1986-06-18,1986,6,18,/7Lut6dOvB8wPRuHhHpJ3S3zXder.jpg,Adventure,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
830,Cocoon,10328,"[35, 18, 878]",1985-06-21,1985,6,21,/wqNNm36j3nkucAucHEGAW5pNZcd.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
831,The Brave Little Toaster,19933,"[14, 12, 16, 35, 10751, 10402]",1987-07-09,1987,7,9,/ux31YN45YAc4AyovQqYwoGTulvU.jpg,Fantasy,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
832,The Muppets Take Manhattan,11899,"[10749, 35, 10751]",1984-06-27,1984,6,27,/lxOQEr3wOrDEy0VINfSoEZlIYEO.jpg,Romance,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
833,Police Academy 3: Back in Training,12118,"[35, 80]",1986-03-20,1986,3,20,/pBxGgWSR0CMaCVMA2kQS5MWU1z3.jpg,Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,Back to School,15596,[35],1986-06-13,1986,6,13,/dACkRWYFHlu2lWnmAhTrvAjkqei.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,Mickey's Christmas Carol,14813,"[10751, 16]",1983-10-19,1983,10,19,/6QH10DqZ0feBW2phvrtoLqT1s0k.jpg,Family,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
836,Mr. Nanny,19371,"[10751, 35]",1993-04-02,1993,4,2,/gSRSvh9kSEgCOsPR7yrH0ueh4lC.jpg,Family,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
837,The Truman Show,37165,"[35, 18]",1998-06-04,1998,6,4,/dOmxN9xhLITi43j2xGFEcsgv7QM.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
838,Titanic,597,"[18, 10749]",1997-11-18,1997,11,18,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
839,Groundhog Day,137,"[10749, 14, 18, 35]",1993-02-11,1993,2,11,/gCgt1WARPZaXnq523ySQEUKinCs.jpg,Romance,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
840,Aladdin,812,"[16, 10751, 12, 14, 10749]",1992-11-25,1992,11,25,/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg,Animation,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
841,10 Things I Hate About You,4951,"[35, 10749, 18]",1999-03-30,1999,3,30,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
842,Armageddon,95,"[28, 53, 878, 12]",1998-07-01,1998,7,1,/qcF8qt8toajvQllOMVRCUqZCxjV.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
843,Mrs. Doubtfire,788,"[35, 18, 10751]",1993-11-24,1993,11,24,/szvidvi0Fo4j2gmMtk1sNe1rkzw.jpg,Comedy,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
844,Pocahontas,10530,"[12, 16, 10751, 10749]",1995-06-14,1995,6,14,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,Adventure,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
845,Mars Attacks!,75,"[35, 14, 878]",1996-12-12,1996,12,12,/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
846,The Hunchback of Notre Dame,10545,"[18, 16, 10751]",1996-06-21,1996,6,21,/7k0fr2xLCTChjN8MnGNThTP9uEB.jpg,Drama,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
847,Matilda,10830,"[35, 10751, 14]",1996-08-02,1996,8,2,/wnLbqoGRGdnPNjMV6rY75wgRamd.jpg,Comedy,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
848,Twister,664,"[28, 12, 18]",1996-05-10,1996,5,10,/ba6Bg9mxphS24tpSe98vZccEe3S.jpg,Action,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
849,Batman Returns,364,"[28, 14]",1992-06-19,1992,6,19,/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg,Action,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
850,Big Daddy,9032,"[35, 18]",1999-06-25,1999,6,25,/m0KrgL5uGJRGyGG7LBkyKrqxB8q.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
851,You've Got Mail,9489,"[35, 10749]",1998-02-26,1998,2,26,/e2uVtH6TpMfUl7WeOM70ezkcjsU.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
852,Jingle All the Way,9279,"[35, 10751, 12]",1996-11-21,1996,11,21,/bdxrZBGtWaLYkjMmwaSIiTwpSnS.jpg,Comedy,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
853,Barney's Great Adventure,17644,[10751],1998-01-01,1998,1,1,/tSadXiI88soRyS4mcSr7PsKWaqN.jpg,Family,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
854,Smart House,35215,"[10770, 18, 10751, 878, 14]",1999-06-26,1999,6,26,/wnFxy9bhTS5xNOG4tfxk5oLEqVC.jpg,TV,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
855,Kazaam,11511,"[14, 35, 10751]",1996-07-17,1996,7,17,/k6kXq27UVxf7zGCWSvygYYIp9eP.jpg,Fantasy,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
856,Spice World,6116,"[12, 14, 18, 35, 10402]",1997-12-18,1997,12,18,/yWK6Wz8kHPlBcWW9BzZm2Dm0cOl.jpg,Adventure,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
857,Osmosis Jones,12610,"[28, 12, 16, 35, 10751]",2001-08-07,2001,8,7,/foZpSG88IQUCEBJE3unc5QzO6bQ.jpg,Action,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
858,The Parent Trap,9820,"[35, 10751]",1998-07-28,1998,7,28,/a3XOGrrAjl1wwiumtACWBufg6AL.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
859,Fred Claus,5375,"[28, 35, 18]",2007-11-03,2007,11,3,/2xAXyHW08uDfthA2mhtXVH4ZRGN.jpg,Action,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
860,"Run, Fatboy, Run",7942,"[35, 10749]",2007-09-06,2007,9,6,/6F3jvY97LrqoazB6OEOUXKZLdrj.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
861,The Texas Chain Saw Massacre,30497,[27],1974-10-01,1974,10,1,/9s8uSm5K1W0vhGPHv2icM6SFib8.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862,The Aristocats,10112,"[16, 35, 10751, 12]",1970-12-23,1970,12,23,/1BVOSmQUhphMgnTxnXyfQ9tL1Sc.jpg,Animation,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863,The Rescuers,11319,"[14, 10751, 16, 12]",1977-06-22,1977,6,22,/gCJuDViPCEuHVmoZUvhOj1jyqfV.jpg,Fantasy,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
864,Three Days of the Condor,11963,[53],1975-09-24,1975,9,24,/zinwtZqdb7gnc4zMu8dfkK1fMN3.jpg,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
865,The Patriot,2024,"[18, 36, 10752, 28]",2000-06-28,2000,6,28,/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,Drama,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
866,The Many Adventures of Winnie the Pooh,250480,"[16, 10751]",1977-03-11,1977,3,11,/2xwaFVLv5geVrFd81eUttv7OutF.jpg,Animation,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
867,Pete's Dragon,11114,"[14, 16, 35, 10751]",1977-11-03,1977,11,3,/noShGNQKAgMqNanJL5EiZlf6LCp.jpg,Fantasy,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
868,The Jungle Book,9325,"[10751, 16, 12]",1967-10-18,1967,10,18,/xzpNa3RjKHfIijeqVuL72IgBvwy.jpg,Family,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
869,Mary Poppins,433,"[35, 10751, 14]",1964-08-27,1964,8,27,/ei8hhYCMfURfPOXKBnyl61be2iV.jpg,Comedy,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
870,The Family,112205,"[80, 35, 28]",2013-09-13,2013,9,13,/if33bjaDxjWS5kSo2NtENQ17BoW.jpg,Crime,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,Parental Guidance,88042,[35],2012-12-25,2012,12,25,/yv9rgYbe1AyOuLoOO5EEbXJaVMr.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,Mike's New Car,13931,"[16, 10751]",2002-05-24,2002,5,24,/Y1dn19yEAFMBc3N6W0jBnANtFr.jpg,Animation,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
873,Romeo + Juliet,454,"[18, 10749]",1996-11-01,1996,11,1,/uOzwxrjRANIbZ5bhPNHAo0Aetyg.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
874,Air Force One,9772,"[28, 53]",1997-07-25,1997,7,25,/evO1iENjLpUnbwjnt5XK85jRYob.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
875,The 39 Steps,260,"[9648, 53]",1935-06-06,1935,6,6,/paI9Tmqm2cZG6xy4Tnjw3Ydjuw5.jpg,Mystery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
876,The Devil's Own,4477,"[80, 53, 18]",1997-03-12,1997,3,12,/7XIxdjhaoDIiv7slEiOhBEzMtqu.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
877,Home Alone 4,12536,"[35, 10751]",2002-11-03,2002,11,3,/lL2Ri3PHs9V1ot3V8ZUvrtFgj9h.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
878,Home Alone 3,9714,"[35, 10751]",1997-12-12,1997,12,12,/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
879,The Kid,4244,"[14, 35, 10751]",2000-07-07,2000,7,7,/jNfL8De5IDVIuUYsrNnmPxCQkz8.jpg,Fantasy,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
880,Beethoven,11806,"[35, 10751]",1992-04-03,1992,4,3,/mVb3r5ZOeopEbCbx6kuIAjUz20F.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
881,Big Fat Liar,11870,"[10751, 35, 12]",2002-02-08,2002,2,8,/k1MkctTLNWthU2AUlX4qOCNBlPc.jpg,Family,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
882,Stuart Little 2,10996,"[10751, 12, 16, 35]",2002-07-19,2002,7,19,/hjfeMLWqJY44mqqJKZSa6jx4Y1j.jpg,Family,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
883,Promised Land,133694,[18],2012-09-23,2012,9,23,/ziVOzoGfmHD5F90LyeCkBnwuTkP.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
884,Asterix & Obelix: Mission Cleopatra,2899,"[10751, 14, 35, 12]",2002-01-30,2002,1,30,/sDrF8Z2GaRQjYzDuusEABohmMir.jpg,Family,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
885,Bringing Down the House,10678,[35],2003-03-07,2003,3,7,/eFWjjHtUBA94jwZPU4n8wbQIMis.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,Father of the Bride,11846,"[35, 10749]",1991-12-20,1991,12,20,/g6OTK7l6EX2JP5r00O5fG6BZJlh.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
887,Fantasia 2000,49948,"[16, 10751, 10402]",1999-12-17,1999,12,17,/6JszBEg8OEbkMzpY5IPTMVzxmYZ.jpg,Animation,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
888,The Prince of Egypt,9837,"[12, 16, 18, 10751]",1998-12-16,1998,12,16,/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,Adventure,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
889,Babe,9598,"[14, 18, 35, 10751]",1995-07-18,1995,7,18,/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,Fantasy,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
890,Pinocchio,10895,"[16, 10751]",1940-02-23,1940,2,23,/1nCzeRj75ygXIG8r63TbkfeqM9x.jpg,Animation,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
891,Dumbo,11360,"[16, 10751]",1941-10-22,1941,10,22,/hKDdllslMtsU9JixAv5HR9biXlp.jpg,Animation,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
892,Johnny Tsunami,24020,"[10770, 10751, 18]",1999-07-24,1999,7,24,/d2jnJHWVJc8D5ms1xhJ2yRkyV3U.jpg,TV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
893,Air Bud,20737,"[35, 10751, 18]",1997-08-01,1997,8,1,/kDfzh6QdX2tseTwwyB7lp2RP7iE.jpg,Comedy,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
894,Air Bud: Seventh Inning Fetch,21518,"[35, 18, 10751]",2002-06-18,2002,6,18,/zLsy4zylPWwcwEn0WPqBzNIJ1jj.jpg,Comedy,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
895,Treasure Planet,9016,"[12, 16, 10751, 14, 878]",2002-11-26,2002,11,26,/zMKatZ0c0NCoKzfizaCzVUcbKMf.jpg,Adventure,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
896,Anomalisa,291270,"[16, 35, 18, 10749]",2015-12-30,2015,12,30,/4DJ1zNr4Y6q7zQ27goEYla46VdO.jpg,Animation,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
897,Spotlight,314365,"[18, 53, 36]",2015-11-06,2015,11,6,/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
898,The Whole Truth,331583,"[18, 53]",2016-03-25,2016,3,25,/iL3Bx4YOqYdAMlx4czLyygA09MC.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
899,Grosse Pointe Blank,9434,"[28, 35, 53, 10749]",1997-04-11,1997,4,11,/7lQ0MSNQqBTYpXTTZL82u1n95Z3.jpg,Action,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
900,The Witch,310131,"[27, 18, 9648, 36]",2015-01-27,2015,1,27,/o384OC1tCV8nCnozkM6y4MiSqsw.jpg,Horror,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
901,John Wick,245891,"[28, 53]",2014-10-22,2014,10,22,/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
902,Tomorrowland,158852,"[12, 10751, 9648, 878]",2015-05-19,2015,5,19,/iHh0nVGVODAFduF6Q6njdSSCEfX.jpg,Adventure,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
903,Rogue One: A Star Wars Story,330459,"[28, 12, 878]",2016-12-14,2016,12,14,/5jX3p0apUG5bkMHtnKZch0xpkBS.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
904,Other People,371449,"[18, 35]",2016-09-09,2016,9,9,/aC7VqBeovG1yPUtlOhUfXofKBkZ.jpg,Drama,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
905,Snowden,302401,"[18, 36, 80, 53]",2016-09-15,2016,9,15,/yfK7zxNL63VWfluFuoUaJj5PdNw.jpg,Drama,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
906,Where to Invade Next,352208,[99],2015-12-23,2015,12,23,/58gW2Uty2cAsgBgwC58vT2Z9SVt.jpg,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Mean Streets,203,"[18, 80]",1973-10-02,1973,10,2,/jJamsu1mbvwORTw6uha3zjbsMEy.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
908,Arrival,329865,"[18, 878, 9648]",2016-11-10,2016,11,10,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
909,Moonlight,376867,[18],2016-10-21,2016,10,21,/93NN95a71MsQ4tR2zSLv8BNK2qh.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
910,The Evil Dead,764,[27],1981-09-10,1981,9,10,/uYxQ6xhP3WjqPZtxyAOnZQWnZqn.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
911,Cowboy Bebop: The Movie,11299,"[28, 16, 878]",2001-09-01,2001,9,1,/7i9sIU6ASTw2zwvvNuM0FJzmpKs.jpg,Action,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
912,Cape Fear,1598,"[53, 80]",1991-11-15,1991,11,15,/meJZAAuVcjic2ipvbOPz5UlE4P9.jpg,Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
913,Doctor Strange,284052,"[28, 12, 14, 878]",2016-10-25,2016,10,25,/xf8PbyQcR5ucXErmZNzdKR0s8ya.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
914,Akira,149,"[16, 878, 28]",1988-07-16,1988,7,16,/5KlRFKKSbyCiyYpZSS3A6G5bW0K.jpg,Animation,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
915,Hell or High Water,338766,"[37, 80]",2016-08-12,2016,8,12,/ljRRxqy2aXIkIBXLmOVifcOR021.jpg,Western,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
916,Lone Survivor,193756,"[28, 18, 10752, 36]",2013-12-24,2013,12,24,/zaBIrloyhGK7iNTZMb3f9SARsl8.jpg,Action,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
917,Passengers,274870,"[18, 10749, 878]",2016-12-21,2016,12,21,/8NT7Tnq9s0Z4CRbz3WQR15wHCiQ.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
918,Win It All,397442,[35],2017-03-11,2017,3,11,/aEc69JY0azD9PwYtwS2RFwoyFOT.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,Good Kids,352186,[35],2016-07-29,2016,7,29,/9R3hZnqFNyFmG10qwKzaUntlUbg.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,Split,409583,"[35, 10749]",2016-08-02,2016,8,2,/ferOoRE6ETESt9A3Aj3v1KPIHqr.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
921,Children of Men,9693,"[18, 28, 53, 878]",2006-09-22,2006,9,22,/k9IAS4TehZFcKi4HVByxZNPfqex.jpg,Drama,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
922,Alice in Wonderland,12155,"[10751, 14, 12]",2010-03-03,2010,3,3,/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,Family,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
923,Frank,171372,"[35, 18, 9648]",2014-05-02,2014,5,2,/etqPktnnXLBtFIkKZ3XezrlZqSQ.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
924,Manchester by the Sea,334541,[18],2016-11-18,2016,11,18,/e8daDzP0vFOnGyKmve95Yv0D0io.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
925,The Girl with the Dragon Tattoo,65754,"[53, 80, 9648, 18]",2011-12-14,2011,12,14,/vbLedKc1BUF4FOH1GyHW62FulCc.jpg,Thriller,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
926,Lion,334543,[18],2016-01-20,2016,1,20,/kCELJH1tCmaRLqvwIgKDb09aEaw.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
927,Big Trouble in Little China,6978,"[28, 12, 35, 14]",1986-05-30,1986,5,30,/gI2Qs1yTTj3NcESJyttCkbmJ4k9.jpg,Action,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
928,Get Out,419430,"[9648, 53, 27]",2017-02-24,2017,2,24,/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg,Mystery,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
929,Alien: Covenant,126889,"[27, 878, 9648]",2017-05-09,2017,5,9,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
930,ARQ,410199,"[878, 53]",2016-09-16,2016,9,16,/mU4VeXVK18JtCZsy7i0zczlA9p7.jpg,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
931,Snowpiercer,110415,"[28, 878, 18]",2013-08-01,2013,8,1,/rOBMxkRXaTZypGulL8GEOYKJs63.jpg,Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
932,One Flew Over the Cuckoo's Nest,510,[18],1975-11-18,1975,11,18,/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
933,Zero Dark Thirty,97630,"[53, 18, 36]",2012-12-19,2012,12,19,/coeTvXKAYZlrcIfsCfYV5Hw1npu.jpg,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
934,The Wizard of Oz,630,"[12, 14, 10751]",1939-08-15,1939,8,15,/pfAZFD7I2hxW9HCChTuAzsdE6UX.jpg,Adventure,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
935,Bridesmaids,55721,"[35, 10749]",2011-05-13,2011,5,13,/cruSkSZJEmv9pbDoHBwdHdsnvHO.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
936,Sully,363676,"[18, 36]",2016-09-07,2016,9,7,/r09ivJ1GGh5WArqRViRYDQLrTVG.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
937,Ghost in the Shell,9323,"[28, 16, 878]",1995-11-18,1995,11,18,/9gC88zYUBARRSThcG93MvW14sqx.jpg,Action,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
938,The Wrestler,12163,"[18, 10749]",2008-09-07,2008,9,7,/6OTR8dSoNGjWohJNo3UhIGd3Tj.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
939,Jason Bourne,324668,"[28, 53]",2016-07-27,2016,7,27,/xA7N41glw17MBQtcWSm2eBlBRuG.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
940,Divergent,157350,"[28, 12, 878]",2014-03-14,2014,3,14,/lmIh6aeCQXA4sLt58l6qB1o54BE.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
